,Branch,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Payment,cogs,gross margin percentage,gross income,Rating,Year,Month,Weekday,Day
854,A,Yangon,Member,Female,Health and beauty,95.95,5,23.9875,503.7375,2019-01-23,Ewallet,479.75,4.761904762,23.9875,8.8,2019,1,Wednesday,23
855,B,Mandalay,Normal,Female,Fashion accessories,36.51,9,16.4295,345.0195,2019-02-16,Cash,328.59,4.761904762,16.4295,4.2,2019,2,Saturday,16
856,B,Mandalay,Normal,Male,Food and beverages,21.12,8,8.448,177.408,2019-01-01,Cash,168.96,4.761904762,8.448,6.3,2019,1,Tuesday,1
857,A,Yangon,Member,Female,Home and lifestyle,28.31,4,5.662,118.902,2019-03-07,Cash,113.24,4.761904762,5.662,8.2,2019,3,Thursday,7
858,B,Mandalay,Normal,Male,Health and beauty,57.59,6,17.277,362.817,2019-02-15,Cash,345.54,4.761904762,17.277,5.1,2019,2,Friday,15
859,A,Yangon,Member,Female,Food and beverages,47.63,9,21.4335,450.1035,2019-01-23,Cash,428.67,4.761904762,21.4335,5.0,2019,1,Wednesday,23
860,C,Naypyitaw,Member,Female,Home and lifestyle,86.27,1,4.3135,90.5835,2019-02-20,Ewallet,86.27,4.761904762,4.3135,7.0,2019,2,Wednesday,20
861,A,Yangon,Member,Male,Sports and travel,12.76,2,1.276,26.796,2019-01-08,Ewallet,25.52,4.761904762,1.276,7.8,2019,1,Tuesday,8
862,B,Mandalay,Normal,Female,Home and lifestyle,11.28,9,5.076,106.596,2019-03-17,Credit card,101.52,4.761904762,5.076,4.3,2019,3,Sunday,17
863,B,Mandalay,Normal,Female,Home and lifestyle,51.07,7,17.8745,375.3645,2019-01-12,Cash,357.49,4.761904762,17.8745,7.0,2019,1,Saturday,12
864,A,Yangon,Member,Female,Electronic accessories,79.59,3,11.9385,250.7085,2019-01-08,Cash,238.77,4.761904762,11.9385,6.6,2019,1,Tuesday,8
865,C,Naypyitaw,Member,Male,Health and beauty,33.81,3,5.0715,106.5015,2019-01-26,Ewallet,101.43,4.761904762,5.0715,7.3,2019,1,Saturday,26
866,B,Mandalay,Member,Male,Sports and travel,90.53,8,36.212,760.452,2019-03-15,Credit card,724.24,4.761904762,36.212,6.5,2019,3,Friday,15
867,C,Naypyitaw,Member,Female,Health and beauty,62.82,2,6.282,131.922,2019-01-17,Ewallet,125.64,4.761904762,6.282,4.9,2019,1,Thursday,17
868,C,Naypyitaw,Member,Male,Food and beverages,24.31,3,3.6465,76.5765,2019-01-08,Credit card,72.93,4.761904762,3.6465,4.3,2019,1,Tuesday,8
869,A,Yangon,Normal,Male,Sports and travel,64.59,4,12.918,271.278,2019-01-06,Ewallet,258.36,4.761904762,12.918,9.3,2019,1,Sunday,6
870,A,Yangon,Member,Male,Food and beverages,24.82,7,8.687,182.427,2019-02-16,Credit card,173.74,4.761904762,8.687,7.1,2019,2,Saturday,16
871,C,Naypyitaw,Normal,Male,Fashion accessories,56.5,1,2.825,59.325,2019-03-13,Ewallet,56.5,4.761904762,2.825,9.6,2019,3,Wednesday,13
872,B,Mandalay,Member,Female,Electronic accessories,21.43,10,10.715,225.015,2019-01-28,Cash,214.3,4.761904762,10.715,6.2,2019,1,Monday,28
873,A,Yangon,Member,Male,Sports and travel,89.06,6,26.718,561.078,2019-01-18,Cash,534.36,4.761904762,26.718,9.9,2019,1,Friday,18
874,A,Yangon,Member,Male,Home and lifestyle,23.29,4,4.658,97.818,2019-03-19,Credit card,93.16,4.761904762,4.658,5.9,2019,3,Tuesday,19
875,C,Naypyitaw,Normal,Male,Home and lifestyle,65.26,8,26.104,548.184,2019-03-15,Ewallet,522.08,4.761904762,26.104,6.3,2019,3,Friday,15
876,C,Naypyitaw,Member,Male,Fashion accessories,52.35,1,2.6175,54.9675,2019-02-12,Cash,52.35,4.761904762,2.6175,4.0,2019,2,Tuesday,12
877,B,Mandalay,Member,Male,Electronic accessories,39.75,1,1.9875,41.7375,2019-02-25,Cash,39.75,4.761904762,1.9875,6.1,2019,2,Monday,25
878,A,Yangon,Normal,Female,Electronic accessories,90.02,8,36.008,756.168,2019-03-21,Credit card,720.16,4.761904762,36.008,4.5,2019,3,Thursday,21
879,B,Mandalay,Member,Female,Electronic accessories,12.1,8,4.84,101.64,2019-01-19,Ewallet,96.8,4.761904762,4.84,8.6,2019,1,Saturday,19
880,B,Mandalay,Member,Female,Food and beverages,33.21,10,16.605,348.705,2019-01-08,Ewallet,332.1,4.761904762,16.605,6.0,2019,1,Tuesday,8
881,C,Naypyitaw,Member,Female,Fashion accessories,10.18,8,4.072,85.512,2019-03-30,Credit card,81.44,4.761904762,4.072,9.5,2019,3,Saturday,30
882,B,Mandalay,Member,Male,Sports and travel,31.99,10,15.995,335.895,2019-02-20,Credit card,319.9,4.761904762,15.995,9.9,2019,2,Wednesday,20
883,A,Yangon,Member,Female,Home and lifestyle,34.42,6,10.326,216.846,2019-03-30,Ewallet,206.52,4.761904762,10.326,7.5,2019,3,Saturday,30
884,A,Yangon,Member,Female,Food and beverages,83.34,2,8.334,175.014,2019-03-19,Cash,166.68,4.761904762,8.334,7.6,2019,3,Tuesday,19
885,A,Yangon,Normal,Male,Sports and travel,45.58,7,15.953,335.013,2019-01-13,Cash,319.06,4.761904762,15.953,5.0,2019,1,Sunday,13
886,A,Yangon,Member,Male,Food and beverages,87.9,1,4.395,92.295,2019-02-05,Ewallet,87.9,4.761904762,4.395,6.7,2019,2,Tuesday,5
887,A,Yangon,Member,Female,Electronic accessories,73.47,10,36.735,771.435,2019-03-23,Ewallet,734.7,4.761904762,36.735,9.5,2019,3,Saturday,23
888,C,Naypyitaw,Normal,Female,Fashion accessories,12.19,8,4.876,102.396,2019-03-13,Ewallet,97.52,4.761904762,4.876,6.8,2019,3,Wednesday,13
889,A,Yangon,Member,Male,Sports and travel,76.92,10,38.46,807.66,2019-03-17,Ewallet,769.2,4.761904762,38.46,5.6,2019,3,Sunday,17
890,C,Naypyitaw,Normal,Female,Health and beauty,83.66,5,20.915,439.215,2019-02-21,Cash,418.3,4.761904762,20.915,7.2,2019,2,Thursday,21
891,B,Mandalay,Normal,Female,Electronic accessories,57.91,8,23.164,486.444,2019-02-07,Cash,463.28,4.761904762,23.164,8.1,2019,2,Thursday,7
892,C,Naypyitaw,Member,Female,Fashion accessories,92.49,5,23.1225,485.5725,2019-03-02,Credit card,462.45,4.761904762,23.1225,8.6,2019,3,Saturday,2
893,B,Mandalay,Normal,Male,Electronic accessories,28.38,5,7.095,148.995,2019-03-06,Cash,141.9,4.761904762,7.095,9.4,2019,3,Wednesday,6
894,B,Mandalay,Member,Male,Electronic accessories,50.45,6,15.135,317.835,2019-02-06,Credit card,302.7,4.761904762,15.135,8.9,2019,2,Wednesday,6
895,B,Mandalay,Normal,Male,Health and beauty,99.16,8,39.664,832.944,2019-01-28,Credit card,793.28,4.761904762,39.664,4.2,2019,1,Monday,28
896,C,Naypyitaw,Normal,Male,Fashion accessories,60.74,7,21.259,446.439,2019-01-18,Ewallet,425.18,4.761904762,21.259,5.0,2019,1,Friday,18
897,C,Naypyitaw,Member,Female,Food and beverages,47.27,6,14.181,297.801,2019-02-05,Cash,283.62,4.761904762,14.181,8.8,2019,2,Tuesday,5
898,C,Naypyitaw,Member,Male,Health and beauty,85.6,7,29.96,629.16,2019-03-02,Cash,599.2,4.761904762,29.96,5.3,2019,3,Saturday,2
899,A,Yangon,Member,Male,Food and beverages,35.04,9,15.768,331.128,2019-02-09,Ewallet,315.36,4.761904762,15.768,4.6,2019,2,Saturday,9
900,C,Naypyitaw,Member,Female,Electronic accessories,44.84,9,20.178,423.738,2019-01-14,Credit card,403.56,4.761904762,20.178,7.5,2019,1,Monday,14
901,B,Mandalay,Normal,Male,Home and lifestyle,45.97,4,9.194,193.074,2019-02-09,Ewallet,183.88,4.761904762,9.194,5.1,2019,2,Saturday,9
902,A,Yangon,Member,Female,Health and beauty,27.73,5,6.9325,145.5825,2019-03-26,Credit card,138.65,4.761904762,6.9325,4.2,2019,3,Tuesday,26
903,A,Yangon,Normal,Male,Food and beverages,11.53,7,4.0355,84.7455,2019-01-28,Cash,80.71,4.761904762,4.0355,8.1,2019,1,Monday,28
904,C,Naypyitaw,Normal,Female,Health and beauty,58.32,2,5.832,122.472,2019-02-14,Ewallet,116.64,4.761904762,5.832,6.0,2019,2,Thursday,14
905,C,Naypyitaw,Member,Female,Home and lifestyle,78.38,4,15.676,329.196,2019-03-24,Cash,313.52,4.761904762,15.676,7.9,2019,3,Sunday,24
906,C,Naypyitaw,Normal,Male,Health and beauty,84.61,10,42.305,888.405,2019-02-09,Credit card,846.1,4.761904762,42.305,8.8,2019,2,Saturday,9
907,B,Mandalay,Normal,Female,Health and beauty,82.88,5,20.72,435.12,2019-03-24,Credit card,414.4,4.761904762,20.72,6.6,2019,3,Sunday,24
908,A,Yangon,Member,Female,Food and beverages,79.54,2,7.954,167.034,2019-03-27,Ewallet,159.08,4.761904762,7.954,6.2,2019,3,Wednesday,27
909,B,Mandalay,Normal,Female,Home and lifestyle,49.01,10,24.505,514.605,2019-01-27,Credit card,490.1,4.761904762,24.505,4.2,2019,1,Sunday,27
910,B,Mandalay,Member,Female,Food and beverages,29.15,3,4.3725,91.8225,2019-03-27,Credit card,87.45,4.761904762,4.3725,7.3,2019,3,Wednesday,27
911,C,Naypyitaw,Normal,Female,Electronic accessories,56.13,4,11.226,235.746,2019-01-19,Ewallet,224.52,4.761904762,11.226,8.6,2019,1,Saturday,19
912,A,Yangon,Normal,Female,Home and lifestyle,93.12,8,37.248,782.208,2019-02-07,Cash,744.96,4.761904762,37.248,6.8,2019,2,Thursday,7
913,A,Yangon,Member,Male,Fashion accessories,51.34,8,20.536,431.256,2019-01-31,Ewallet,410.72,4.761904762,20.536,7.6,2019,1,Thursday,31
914,A,Yangon,Member,Female,Food and beverages,99.6,3,14.94,313.74,2019-02-25,Cash,298.8,4.761904762,14.94,5.8,2019,2,Monday,25
915,C,Naypyitaw,Normal,Female,Electronic accessories,35.49,6,10.647,223.587,2019-02-02,Cash,212.94,4.761904762,10.647,4.1,2019,2,Saturday,2
916,C,Naypyitaw,Member,Male,Sports and travel,42.85,1,2.1425,44.9925,2019-03-14,Credit card,42.85,4.761904762,2.1425,9.3,2019,3,Thursday,14
917,A,Yangon,Normal,Female,Fashion accessories,94.67,4,18.934,397.614,2019-03-11,Cash,378.68,4.761904762,18.934,6.8,2019,3,Monday,11
918,B,Mandalay,Normal,Male,Home and lifestyle,68.97,3,10.3455,217.2555,2019-02-22,Ewallet,206.91,4.761904762,10.3455,8.7,2019,2,Friday,22
919,B,Mandalay,Member,Female,Electronic accessories,26.26,3,3.939,82.719,2019-03-02,Ewallet,78.78,4.761904762,3.939,6.3,2019,3,Saturday,2
920,C,Naypyitaw,Member,Female,Home and lifestyle,35.79,9,16.1055,338.2155,2019-03-10,Credit card,322.11,4.761904762,16.1055,5.1,2019,3,Sunday,10
921,B,Mandalay,Normal,Female,Home and lifestyle,16.37,6,4.911,103.131,2019-02-08,Cash,98.22,4.761904762,4.911,7.0,2019,2,Friday,8
922,C,Naypyitaw,Member,Female,Home and lifestyle,12.73,2,1.273,26.733,2019-02-22,Credit card,25.46,4.761904762,1.273,5.2,2019,2,Friday,22
923,C,Naypyitaw,Normal,Female,Sports and travel,83.14,7,29.099,611.079,2019-01-10,Credit card,581.98,4.761904762,29.099,6.6,2019,1,Thursday,10
924,C,Naypyitaw,Member,Female,Sports and travel,35.22,6,10.566,221.886,2019-03-14,Ewallet,211.32,4.761904762,10.566,6.5,2019,3,Thursday,14
925,B,Mandalay,Normal,Female,Electronic accessories,13.78,4,2.756,57.876,2019-01-10,Ewallet,55.12,4.761904762,2.756,9.0,2019,1,Thursday,10
926,B,Mandalay,Member,Male,Sports and travel,88.31,1,4.4155,92.7255,2019-02-15,Credit card,88.31,4.761904762,4.4155,5.2,2019,2,Friday,15
927,A,Yangon,Member,Female,Health and beauty,39.62,9,17.829,374.409,2019-01-13,Credit card,356.58,4.761904762,17.829,6.8,2019,1,Sunday,13
928,B,Mandalay,Normal,Female,Electronic accessories,88.25,9,39.7125,833.9625,2019-02-15,Credit card,794.25,4.761904762,39.7125,7.6,2019,2,Friday,15
929,B,Mandalay,Normal,Male,Sports and travel,25.31,2,2.531,53.151,2019-03-02,Ewallet,50.62,4.761904762,2.531,7.2,2019,3,Saturday,2
930,B,Mandalay,Normal,Male,Home and lifestyle,99.92,6,29.976,629.496,2019-03-24,Ewallet,599.52,4.761904762,29.976,7.1,2019,3,Sunday,24
931,C,Naypyitaw,Member,Female,Fashion accessories,83.35,2,8.335,175.035,2019-02-02,Credit card,166.7,4.761904762,8.335,9.5,2019,2,Saturday,2
932,A,Yangon,Normal,Female,Food and beverages,74.44,10,37.22,781.62,2019-02-27,Ewallet,744.4,4.761904762,37.22,5.1,2019,2,Wednesday,27
933,C,Naypyitaw,Normal,Male,Health and beauty,64.08,7,22.428,470.988,2019-01-20,Ewallet,448.56,4.761904762,22.428,7.6,2019,1,Sunday,20
934,B,Mandalay,Normal,Female,Home and lifestyle,63.15,6,18.945,397.845,2019-01-03,Ewallet,378.9,4.761904762,18.945,9.8,2019,1,Thursday,3
935,C,Naypyitaw,Member,Male,Home and lifestyle,85.72,3,12.858,270.018,2019-01-24,Ewallet,257.16,4.761904762,12.858,5.1,2019,1,Thursday,24
936,C,Naypyitaw,Normal,Female,Health and beauty,78.89,7,27.6115,579.8415,2019-01-05,Ewallet,552.23,4.761904762,27.6115,7.5,2019,1,Saturday,5
937,A,Yangon,Normal,Female,Sports and travel,89.48,5,22.37,469.77,2019-03-30,Cash,447.4,4.761904762,22.37,7.4,2019,3,Saturday,30
938,A,Yangon,Member,Female,Health and beauty,92.09,3,13.8135,290.0835,2019-02-17,Cash,276.27,4.761904762,13.8135,4.2,2019,2,Sunday,17
939,C,Naypyitaw,Normal,Female,Food and beverages,57.29,6,17.187,360.927,2019-03-21,Ewallet,343.74,4.761904762,17.187,5.9,2019,3,Thursday,21
940,A,Yangon,Normal,Male,Food and beverages,66.52,4,13.304,279.384,2019-03-02,Ewallet,266.08,4.761904762,13.304,6.9,2019,3,Saturday,2
941,C,Naypyitaw,Member,Male,Fashion accessories,99.82,9,44.919,943.299,2019-03-27,Cash,898.38,4.761904762,44.919,6.6,2019,3,Wednesday,27
942,A,Yangon,Normal,Female,Home and lifestyle,45.68,10,22.84,479.64,2019-01-19,Ewallet,456.8,4.761904762,22.84,5.7,2019,1,Saturday,19
943,A,Yangon,Normal,Male,Health and beauty,50.79,5,12.6975,266.6475,2019-02-19,Credit card,253.95,4.761904762,12.6975,5.3,2019,2,Tuesday,19
944,A,Yangon,Member,Male,Health and beauty,10.08,7,3.528,74.088,2019-03-28,Cash,70.56,4.761904762,3.528,4.2,2019,3,Thursday,28
945,A,Yangon,Normal,Female,Electronic accessories,93.88,7,32.858,690.018,2019-01-05,Credit card,657.16,4.761904762,32.858,7.3,2019,1,Saturday,5
946,C,Naypyitaw,Member,Male,Electronic accessories,84.25,2,8.425,176.925,2019-03-26,Credit card,168.5,4.761904762,8.425,5.3,2019,3,Tuesday,26
947,B,Mandalay,Member,Male,Fashion accessories,53.78,1,2.689,56.469,2019-02-03,Ewallet,53.78,4.761904762,2.689,4.7,2019,2,Sunday,3
948,C,Naypyitaw,Member,Male,Home and lifestyle,35.81,5,8.9525,188.0025,2019-02-06,Ewallet,179.05,4.761904762,8.9525,7.9,2019,2,Wednesday,6
949,B,Mandalay,Normal,Female,Food and beverages,26.43,8,10.572,222.012,2019-02-24,Ewallet,211.44,4.761904762,10.572,8.9,2019,2,Sunday,24
950,B,Mandalay,Member,Male,Health and beauty,39.91,3,5.9865,125.7165,2019-02-21,Ewallet,119.73,4.761904762,5.9865,9.3,2019,2,Thursday,21
951,B,Mandalay,Member,Female,Home and lifestyle,21.9,3,3.285,68.985,2019-01-09,Ewallet,65.7,4.761904762,3.285,4.7,2019,1,Wednesday,9
952,B,Mandalay,Member,Female,Food and beverages,62.85,4,12.57,263.97,2019-02-25,Ewallet,251.4,4.761904762,12.57,8.7,2019,2,Monday,25
953,C,Naypyitaw,Member,Female,Food and beverages,21.04,4,4.208,88.368,2019-01-13,Cash,84.16,4.761904762,4.208,7.6,2019,1,Sunday,13
954,B,Mandalay,Member,Male,Home and lifestyle,65.91,6,19.773,415.233,2019-02-09,Cash,395.46,4.761904762,19.773,5.7,2019,2,Saturday,9
955,A,Yangon,Normal,Female,Fashion accessories,42.57,7,14.8995,312.8895,2019-01-06,Cash,297.99,4.761904762,14.8995,6.8,2019,1,Sunday,6
956,C,Naypyitaw,Member,Male,Food and beverages,50.49,9,22.7205,477.1305,2019-01-10,Cash,454.41,4.761904762,22.7205,5.4,2019,1,Thursday,10
957,B,Mandalay,Normal,Male,Electronic accessories,46.02,6,13.806,289.926,2019-02-07,Cash,276.12,4.761904762,13.806,7.1,2019,2,Thursday,7
958,C,Naypyitaw,Normal,Female,Home and lifestyle,15.8,10,7.9,165.9,2019-01-09,Cash,158.0,4.761904762,7.9,7.8,2019,1,Wednesday,9
959,A,Yangon,Member,Female,Food and beverages,98.66,9,44.397,932.337,2019-02-19,Cash,887.94,4.761904762,44.397,8.4,2019,2,Tuesday,19
960,C,Naypyitaw,Member,Male,Fashion accessories,91.98,1,4.599,96.579,2019-03-18,Cash,91.98,4.761904762,4.599,9.8,2019,3,Monday,18
961,A,Yangon,Member,Male,Electronic accessories,20.89,2,2.089,43.869,2019-02-05,Cash,41.78,4.761904762,2.089,9.8,2019,2,Tuesday,5
962,A,Yangon,Normal,Female,Fashion accessories,15.5,1,0.775,16.275,2019-03-19,Credit card,15.5,4.761904762,0.775,7.4,2019,3,Tuesday,19
963,C,Naypyitaw,Member,Male,Electronic accessories,96.82,3,14.523,304.983,2019-03-30,Cash,290.46,4.761904762,14.523,6.7,2019,3,Saturday,30
964,B,Mandalay,Normal,Male,Food and beverages,33.33,2,3.333,69.993,2019-01-26,Credit card,66.66,4.761904762,3.333,6.4,2019,1,Saturday,26
965,B,Mandalay,Normal,Female,Electronic accessories,38.27,2,3.827,80.367,2019-03-02,Credit card,76.54,4.761904762,3.827,5.8,2019,3,Saturday,2
966,A,Yangon,Normal,Female,Home and lifestyle,33.3,9,14.985,314.685,2019-03-04,Ewallet,299.7,4.761904762,14.985,7.2,2019,3,Monday,4
967,A,Yangon,Member,Male,Home and lifestyle,81.01,3,12.1515,255.1815,2019-01-13,Credit card,243.03,4.761904762,12.1515,9.3,2019,1,Sunday,13
968,A,Yangon,Normal,Female,Health and beauty,15.8,3,2.37,49.77,2019-03-25,Cash,47.4,4.761904762,2.37,9.5,2019,3,Monday,25
969,B,Mandalay,Member,Female,Electronic accessories,34.49,5,8.6225,181.0725,2019-03-11,Credit card,172.45,4.761904762,8.6225,9.0,2019,3,Monday,11
970,B,Mandalay,Member,Female,Food and beverages,84.63,10,42.315,888.615,2019-01-01,Credit card,846.3,4.761904762,42.315,9.0,2019,1,Tuesday,1
971,B,Mandalay,Member,Male,Home and lifestyle,36.91,7,12.9185,271.2885,2019-02-10,Ewallet,258.37,4.761904762,12.9185,6.7,2019,2,Sunday,10
972,B,Mandalay,Normal,Male,Electronic accessories,87.08,7,30.478,640.038,2019-01-26,Cash,609.56,4.761904762,30.478,5.5,2019,1,Saturday,26
973,A,Yangon,Normal,Male,Home and lifestyle,80.08,3,12.012,252.252,2019-02-11,Cash,240.24,4.761904762,12.012,5.4,2019,2,Monday,11
974,C,Naypyitaw,Normal,Male,Fashion accessories,86.13,2,8.613,180.873,2019-02-07,Cash,172.26,4.761904762,8.613,8.2,2019,2,Thursday,7
975,B,Mandalay,Member,Male,Fashion accessories,49.92,2,4.992,104.832,2019-03-06,Credit card,99.84,4.761904762,4.992,7.0,2019,3,Wednesday,6
976,A,Yangon,Normal,Female,Food and beverages,74.66,4,14.932,313.572,2019-03-04,Cash,298.64,4.761904762,14.932,8.5,2019,3,Monday,4
977,B,Mandalay,Member,Male,Food and beverages,26.6,6,7.98,167.58,2019-02-26,Ewallet,159.6,4.761904762,7.98,4.9,2019,2,Tuesday,26
978,B,Mandalay,Normal,Female,Electronic accessories,25.45,1,1.2725,26.7225,2019-03-10,Credit card,25.45,4.761904762,1.2725,5.1,2019,3,Sunday,10
979,B,Mandalay,Normal,Female,Food and beverages,67.77,1,3.3885,71.1585,2019-02-04,Credit card,67.77,4.761904762,3.3885,6.5,2019,2,Monday,4
980,C,Naypyitaw,Member,Male,Food and beverages,59.59,4,11.918,250.278,2019-01-19,Cash,238.36,4.761904762,11.918,9.8,2019,1,Saturday,19
981,A,Yangon,Normal,Male,Health and beauty,58.15,4,11.63,244.23,2019-01-23,Cash,232.6,4.761904762,11.63,8.4,2019,1,Wednesday,23
982,A,Yangon,Member,Female,Sports and travel,97.48,9,43.866,921.186,2019-03-14,Ewallet,877.32,4.761904762,43.866,7.4,2019,3,Thursday,14
983,C,Naypyitaw,Normal,Male,Health and beauty,99.96,7,34.986,734.706,2019-01-23,Cash,699.72,4.761904762,34.986,6.1,2019,1,Wednesday,23
984,C,Naypyitaw,Normal,Male,Electronic accessories,96.37,7,33.7295,708.3195,2019-01-09,Cash,674.59,4.761904762,33.7295,6.0,2019,1,Wednesday,9
985,B,Mandalay,Normal,Female,Fashion accessories,63.71,5,15.9275,334.4775,2019-02-07,Ewallet,318.55,4.761904762,15.9275,8.5,2019,2,Thursday,7
986,B,Mandalay,Normal,Female,Health and beauty,14.76,2,1.476,30.996,2019-02-18,Ewallet,29.52,4.761904762,1.476,4.3,2019,2,Monday,18
987,B,Mandalay,Member,Male,Health and beauty,62.0,8,24.8,520.8,2019-01-03,Credit card,496.0,4.761904762,24.8,6.2,2019,1,Thursday,3
988,C,Naypyitaw,Member,Male,Electronic accessories,82.34,10,41.17,864.57,2019-03-29,Ewallet,823.4,4.761904762,41.17,4.3,2019,3,Friday,29
989,B,Mandalay,Member,Male,Health and beauty,75.37,8,30.148,633.108,2019-01-28,Credit card,602.96,4.761904762,30.148,8.4,2019,1,Monday,28
990,A,Yangon,Normal,Female,Food and beverages,56.56,5,14.14,296.94,2019-03-22,Credit card,282.8,4.761904762,14.14,4.5,2019,3,Friday,22
991,B,Mandalay,Normal,Female,Sports and travel,76.6,10,38.3,804.3,2019-01-24,Ewallet,766.0,4.761904762,38.3,6.0,2019,1,Thursday,24
992,A,Yangon,Normal,Male,Electronic accessories,58.03,2,5.803,121.863,2019-03-10,Ewallet,116.06,4.761904762,5.803,8.8,2019,3,Sunday,10
993,B,Mandalay,Normal,Male,Fashion accessories,17.49,10,8.745,183.645,2019-02-22,Ewallet,174.9,4.761904762,8.745,6.6,2019,2,Friday,22
994,C,Naypyitaw,Member,Female,Electronic accessories,60.95,1,3.0475,63.9975,2019-02-18,Ewallet,60.95,4.761904762,3.0475,5.9,2019,2,Monday,18
995,C,Naypyitaw,Normal,Male,Health and beauty,40.35,1,2.0175,42.3675,2019-01-29,Ewallet,40.35,4.761904762,2.0175,6.2,2019,1,Tuesday,29
996,B,Mandalay,Normal,Female,Home and lifestyle,97.38,10,48.69,1022.49,2019-03-02,Ewallet,973.8,4.761904762,48.69,4.4,2019,3,Saturday,2
997,A,Yangon,Member,Male,Food and beverages,31.84,1,1.592,33.432,2019-02-09,Cash,31.84,4.761904762,1.592,7.7,2019,2,Saturday,9
998,A,Yangon,Normal,Male,Home and lifestyle,65.82,1,3.291,69.111,2019-02-22,Cash,65.82,4.761904762,3.291,4.1,2019,2,Friday,22
999,A,Yangon,Member,Female,Fashion accessories,88.34,7,30.919,649.299,2019-02-18,Cash,618.38,4.761904762,30.919,6.6,2019,2,Monday,18
